0,1,2,3,4,5
0.00,4.40,3.40,4.40,4.40,1.94
4.40,0.00,4.40,3.60,4.40,4.40
3.40,4.40,0.00,3.40,3.60,3.40
4.40,3.60,3.40,0.00,3.40,4.40
4.40,4.40,3.60,3.40,0.00,4.40
1.94,4.40,3.40,4.40,4.40,0.00
