0,1,2,3,4,5
0.00,3.40,3.80,3.40,4.20,4.20
3.40,0.00,3.80,1.99,3.80,3.80
3.80,3.80,0.00,3.80,3.40,3.40
3.40,1.99,3.80,0.00,1.90,1.88
4.20,3.80,3.40,1.90,0.00,1.97
4.20,3.80,3.40,1.88,1.97,0.00
