0.00,1.00,2.00,3.00,4.00,5.00
0.00,3.80,3.40,4.00,1.92,3.40
3.80,0.00,3.20,3.60,4.00,3.20
3.40,3.20,0.00,4.20,3.20,4.60
4.00,3.60,4.20,0.00,3.60,4.20
1.92,4.00,3.20,3.60,0.00,3.20
3.40,3.20,4.60,4.20,3.20,0.00
