0,1,2,3,4,5
0.00,1.95,4.40,4.00,3.80,4.20
1.95,0.00,3.60,3.40,4.00,4.80
4.40,3.60,0.00,4.40,4.80,4.80
4.00,3.40,4.40,0.00,3.80,4.20
3.80,4.00,4.80,3.80,0.00,3.40
4.20,4.80,4.80,4.20,3.40,0.00
