0.00,1.00,2.00,3.00,4.00,5.00
0.00,3.40,3.60,4.00,3.80,4.00
3.40,0.00,4.40,4.80,3.80,3.80
3.60,4.40,0.00,1.94,4.00,4.80
4.00,4.80,1.94,0.00,4.60,5.00
3.80,3.80,4.00,4.60,0.00,3.60
4.00,3.80,4.80,5.00,3.60,0.00
