0,1,2,3,4,5
0.00,1.99,1.99,1.88,1.90,4.00
1.99,0.00,2.00,3.80,3.80,4.00
1.99,2.00,0.00,3.80,3.80,4.00
1.88,3.80,3.80,0.00,2.00,4.40
1.90,3.80,3.80,2.00,0.00,4.40
4.00,4.00,4.00,4.40,4.40,0.00
