0,1,2,3,4,5
0.00,3.40,4.74,4.80,4.40,4.40
3.40,0.00,3.32,4.80,3.40,5.00
4.74,3.32,0.00,3.21,3.63,4.32
4.80,4.80,3.21,0.00,3.20,3.80
4.40,3.40,3.63,3.20,0.00,4.40
4.40,5.00,4.32,3.80,4.40,0.00
