0,1,2,3,4,5
0.00,5.00,4.20,3.40,4.40,4.80
5.00,0.00,3.20,4.40,3.40,1.91
4.20,3.20,0.00,4.80,4.80,4.40
3.40,4.40,4.80,0.00,3.40,3.20
4.40,3.40,4.80,3.40,0.00,1.89
4.80,1.91,4.40,3.20,1.89,0.00
