0,1,2,3,4,5
0.00,2.00,2.00,1.98,1.99,1.86
2.00,0.00,2.00,1.99,2.00,1.88
2.00,2.00,0.00,1.99,1.99,1.89
1.98,1.99,1.99,0.00,1.99,1.95
1.99,2.00,1.99,1.99,0.00,1.91
1.86,1.88,1.89,1.95,1.91,0.00
