0,1,2,3,4,5
0.00,3.40,4.20,1.96,1.96,3.80
3.40,0.00,1.91,3.40,3.40,3.80
4.20,1.91,0.00,4.20,4.20,3.40
1.96,3.40,4.20,0.00,1.90,3.80
1.96,3.40,4.20,1.90,0.00,3.80
3.80,3.80,3.40,3.80,3.80,0.00
