0.00,1.00,2.00,3.00,4.00,5.00
0.00,1.90,1.97,3.20,1.97,1.95
1.90,0.00,1.96,3.40,1.97,3.80
1.97,1.96,0.00,3.40,2.00,1.93
3.20,3.40,3.40,0.00,3.40,3.20
1.97,1.97,2.00,3.40,0.00,1.90
1.95,3.80,1.93,3.20,1.90,0.00
