0.00,1.00,2.00,3.00,4.00,5.00
0.00,4.80,4.00,3.80,4.80,4.40
4.80,0.00,4.80,4.40,1.92,3.20
4.00,4.80,0.00,1.97,4.80,4.40
3.80,4.40,1.97,0.00,4.60,4.00
4.80,1.92,4.80,4.60,0.00,3.80
4.40,3.20,4.40,4.00,3.80,0.00
