0.00,1.00,2.00,3.00,4.00,5.00
0.00,1.97,1.86,3.80,3.63,4.20
1.97,0.00,1.96,3.80,3.63,4.20
1.86,1.96,0.00,3.80,1.80,3.20
3.80,3.80,3.80,0.00,1.93,4.40
3.63,3.63,1.80,1.93,0.00,4.63
4.20,4.20,3.20,4.40,4.63,0.00
