0.00,1.00,2.00,3.00,4.00,5.00
0.00,1.94,1.99,4.00,1.91,1.85
1.94,0.00,1.88,4.00,1.98,1.94
1.99,1.88,0.00,4.40,1.83,1.82
4.00,4.00,4.40,0.00,3.60,4.20
1.91,1.98,1.83,3.60,0.00,1.85
1.85,1.94,1.82,4.20,1.85,0.00
