0,1,2,3,4,5
0.00,1.96,4.00,3.40,3.40,1.97
1.96,0.00,3.80,1.86,1.90,1.90
4.00,3.80,0.00,3.40,3.40,1.96
3.40,1.86,3.40,0.00,1.97,3.80
3.40,1.90,3.40,1.97,0.00,3.80
1.97,1.90,1.96,3.80,3.80,0.00
