0,1,2,3,4,5
0.00,4.00,1.94,3.20,1.95,3.40
4.00,0.00,3.20,4.40,3.40,4.80
1.94,3.20,0.00,4.80,1.89,3.40
3.20,4.40,4.80,0.00,4.40,4.00
1.95,3.40,1.89,4.40,0.00,3.20
3.40,4.80,3.40,4.00,3.20,0.00
