0,1,2,3,4,5
0.00,3.40,3.40,3.80,1.92,3.80
3.40,0.00,1.82,3.20,3.40,3.20
3.40,1.82,0.00,3.80,3.40,3.80
3.80,3.20,3.80,0.00,3.80,4.00
1.92,3.40,3.40,3.80,0.00,3.80
3.80,3.20,3.80,4.00,3.80,0.00
