0,1,2,3,4,5
0.00,3.80,1.89,3.40,1.86,1.97
3.80,0.00,1.90,3.80,4.00,3.80
1.89,1.90,0.00,3.40,1.91,1.98
3.40,3.80,3.40,0.00,1.79,3.40
1.86,4.00,1.91,1.79,0.00,1.93
1.97,3.80,1.98,3.40,1.93,0.00
