0.00,1.00,2.00,3.00,4.00,5.00
0.00,4.20,4.80,4.80,4.40,3.60
4.20,0.00,3.40,3.40,3.80,3.20
4.80,3.40,0.00,4.00,3.20,4.80
4.80,3.40,4.00,0.00,3.20,4.80
4.40,3.80,3.20,3.20,0.00,1.86
3.60,3.20,4.80,4.80,1.86,0.00
