0,1,2,3,4,5
0.0,4.37,4.89,4.66,3.54,4.64
4.37,0.0,3.49,3.43,3.49,4.35
4.89,3.49,0.0,3.49,4.43,3.55
4.66,3.43,3.49,0.0,4.26,3.38
3.54,3.49,4.43,4.26,0.0,4.99
4.64,4.35,3.55,3.38,4.99,0.0
