0,1,2,3,4,5
0.0,3.49,3.09,4.2,3.71,4.14
3.49,0.0,4.6,4.6,3.89,3.14
3.09,4.6,0.0,3.71,4.6,4.26
4.2,4.6,3.71,0.0,4.6,4.77
3.71,3.89,4.6,4.6,0.0,3.03
4.14,3.14,4.26,4.77,3.03,0.0
