0,1,2,3,4,5
0.0,1.85,4.09,1.93,3.6,1.84
1.85,0.0,4.26,1.91,3.09,1.92
4.09,4.26,0.0,4.09,3.31,3.09
1.93,1.91,4.09,0.0,3.6,1.98
3.6,3.09,3.31,3.6,0.0,3.66
1.84,1.92,3.09,1.98,3.66,0.0
