0,1,2,3,4,5
0.0,3.09,4.31,3.71,3.54,4.26
3.09,0.0,3.6,4.43,3.77,3.6
4.31,3.6,0.0,4.37,3.03,3.31
3.71,4.43,4.37,0.0,4.09,4.66
3.54,3.77,3.03,4.09,0.0,3.54
4.26,3.6,3.31,4.66,3.54,0.0
