0,1,2,3,4,5
0.0,3.37,4.58,4.66,4.49,3.26
3.37,0.0,3.17,4.66,4.31,4.6
4.58,3.17,0.0,3.32,3.46,4.2
4.66,4.66,3.32,0.0,3.54,3.49
4.49,4.31,3.46,3.54,0.0,3.03
3.26,4.6,4.2,3.49,3.03,0.0
