0,1,2,3,4,5
0.0,3.37,4.77,4.2,3.31,3.31
3.37,0.0,4.6,1.87,1.88,3.37
4.77,4.6,0.0,4.2,4.66,4.43
4.2,1.87,4.2,0.0,3.71,4.09
3.31,1.88,4.66,3.71,0.0,3.43
3.31,3.37,4.43,4.09,3.43,0.0
