0,1,2,3,4,5
0.0,3.09,3.66,3.03,3.54,3.83
3.09,0.0,3.2,4.14,3.31,4.31
3.66,3.2,0.0,4.2,3.77,3.66
3.03,4.14,4.2,0.0,4.03,4.03
3.54,3.31,3.77,4.03,0.0,3.26
3.83,4.31,3.66,4.03,3.26,0.0
