0,1,2,3,4,5
0.0,3.03,4.06,3.71,3.26,4.37
3.03,0.0,3.23,3.37,3.54,3.49
4.06,3.23,0.0,4.46,4.67,4.55
3.71,3.37,4.46,0.0,3.77,3.31
3.26,3.54,4.67,3.77,0.0,3.71
4.37,3.49,4.55,3.31,3.71,0.0
