0,1,2,3,4,5
0.0,1.88,1.92,3.6,1.96,3.89
1.88,0.0,1.87,3.6,1.97,1.88
1.92,1.87,0.0,3.66,1.92,3.83
3.6,3.6,3.66,0.0,3.66,3.71
1.96,1.97,1.92,3.66,0.0,1.93
3.89,1.88,3.83,3.71,1.93,0.0
