0,1,2,3,4,5
0.0,4.09,3.26,3.2,3.03,3.54
4.09,0.0,4.6,3.26,3.77,4.54
3.26,4.6,0.0,3.37,4.37,3.26
3.2,3.26,3.37,0.0,3.03,4.6
3.03,3.77,4.37,3.03,0.0,4.09
3.54,4.54,3.26,4.6,4.09,0.0
