0,1,2,3,4,5
0.0,3.71,4.66,3.49,4.09,3.09
3.71,0.0,4.37,1.89,4.6,3.6
4.66,4.37,0.0,4.09,3.09,4.09
3.49,1.89,4.09,0.0,4.66,3.66
4.09,4.6,3.09,4.66,0.0,5.0
3.09,3.6,4.09,3.66,5.0,0.0
