0,1,2,3,4,5
0.0,1.99,1.99,1.93,1.94,3.63
1.99,0.0,2.0,1.89,1.9,3.7
1.99,2.0,0.0,1.89,1.9,3.71
1.93,1.89,1.89,0.0,2.0,3.58
1.94,1.9,1.9,2.0,0.0,3.58
3.63,3.7,3.71,3.58,3.58,0.0
