0,1,2,3,4,5
0.0,3.66,3.2,3.94,1.94,1.83
3.66,0.0,1.88,3.6,3.66,3.71
3.2,1.88,0.0,3.37,3.2,3.6
3.94,3.6,3.37,0.0,1.83,3.94
1.94,3.66,3.2,1.83,0.0,1.83
1.83,3.71,3.6,3.94,1.83,0.0
