0,1,2,3,4,5
0.0,1.88,1.96,1.84,1.95,1.99
1.88,0.0,1.93,1.93,1.96,1.93
1.96,1.93,0.0,3.83,1.93,1.98
1.84,1.93,3.83,0.0,1.97,1.89
1.95,1.96,1.93,1.97,0.0,1.97
1.99,1.93,1.98,1.89,1.97,0.0
